ADM3_ES,ADM3_PCODE,ADM2_ES,ADM2_PCODE,ADM1_ES,SSP1_2030_population,SSP1_2050_population,SSP2_2030_population,SSP2_2050_population,SSP3_2030_population,SSP3_2050_population
Sicaya,PE120134,Huancayo,PE1201,Junin,20362.892578125,20337.42578,21025.57422,23055.03906,23453.30078,38490.02344
Sicchez,PE200209,Ayabaca,PE2002,Piura,2264.68505859375,2613.9384765625,2376.55517578125,2908.54150390625,2583.9169921875,3803.5
Sicsibamba,PE021910,Sihuas,PE0219,Ancash,1681.2110595703125,1628.8284912109375,1738.331298828125,1720.4464111328125,1845.921875,1942.8154296875
Sicuani,PE080601,Canchis,PE0806,Cusco,70312.125,72615.34375,73392.14063,87666.08594,80848.75781,140735.1563
Sihuas,PE021901,Sihuas,PE0219,Ancash,4499.5830078125,4358.26220703125,4684.185547,4601.6650390625,5108.046875,6122.98388671875
Sillapata,PE100322,Dos de Mayo,PE1003,Huanuco,3301.97216796875,3617.731689453125,3465.02587890625,4044.635498046875,3939.399169921875,5029.7958984375
Simbal,PE130110,Trujillo,PE1301,La Libertad,3849.526611328125,3394.38330078125,4026.26904296875,3908.903564453125,4310.26513671875,4394.46337890625
Simon Bolivar,PE190109,Pasco,PE1901,Pasco,16881.322265625,18383.341796875,18081.509765625,20836.615234375,19530.712890625,29846.478515625
Sina,PE211005,San Antonio de Putina,PE2110,Puno,1090.0084228515625,1049.4659423828125,1119.609130859375,1101.972656,1179.65380859375,1195.179688
Sincos,PE120431,Jauja,PE1204,Junin,4837.7529296875,4690.31201171875,5080.7255859375,5497.14404296875,5434.07275390625,6487.3798828125
Singa,PE100510,Huamalies,PE1005,Huanuco,4179.8115234375,4686.066406,4280.484375,4848.45068359375,4795.099609,5987.9873046875
Sinsicap,PE130613,Otuzco,PE1306,La Libertad,7930.34033203125,7262.6376953125,8180.541016,7989.675781,8816.7060546875,9761.277344
Sitabamba,PE131008,Santiago de Chuco,PE1310,La Libertad,3119.746094,3011.379150390625,3195.593994140625,3146.51318359375,3374.2255859375,3437.216064453125
Sitacocha,PE060204,Cajabamba,PE0602,Cajamarca,7348.61865234375,7283.02001953125,7604.0810546875,7816.044922,8194.5478515625,8712.4599609375
Sitajara,PE230405,Tarata,PE2304,Tacna,522.14794921875,493.40423583984375,530.8087158203125,526.1816406,567.9759521484375,578.69091796875
Sivia,PE050407,Huanta,PE0504,Ayacucho,12870.595703125,11457.84766,13287.224609375,12934.1962890625,14210.6083984375,14811.841796875
Socabaya,PE040122,Arequipa,PE0401,Arequipa,73664.90625,69759.375,77368.28125,76485.82813,82219.19531,95652.03125
Socos,PE050112,Huamanga,PE0501,Ayacucho,9125.3232421875,9332.21875,9604.683594,10548.310546875,10507.5556640625,14142.525390625
Socota,PE060614,Cutervo,PE0606,Cajamarca,10754.8447265625,10681.6494140625,11204.271484375,11981.4287109375,12188.12891,15950.34375
Soloco,PE010120,Chachapoyas,PE0101,Amazonas,1627.769775390625,1620.3360595703125,1677.462891,1686.0728759765625,1824.43603515625,1861.628662109375
Sonche,PE010121,Chachapoyas,PE0101,Amazonas,337.29351806640625,441.6010437011719,344.62286376953125,466.2480163574219,368.99755859375,547.537841796875
Sondor,PE200307,Huancabamba,PE2003,Piura,8712.685547,8786.162109,9056.8681640625,9761.242188,9801.322266,11635.1787109375
Sondorillo,PE200308,Huancabamba,PE2003,Piura,14015.6416015625,16447.939453125,15234.12109,18247.130859375,17107.47266,23366.650390625
Soplin,PE160508,Requena,PE1605,Loreto,14.017393112182617,13.587724685668945,14.321989059448242,14.102018356323242,14.946735382080078,15.104494094848633
Soras,PE050911,Sucre,PE0509,Ayacucho,1011.880615234375,985.1099853515625,1039.2392578125,1055.0074462890625,1108.8609619140625,1170.59814453125
Soraya,PE030413,Aymaraes,PE0304,Apurimac,669.3305053710938,650.5122680664062,691.0359497070312,677.7783203,743.60009765625,736.343994140625
Soritor,PE220105,Moyobamba,PE2201,San Martin,47001.19531,50244.85547,49032.22656,53473.09766,53521.46094,62268.27344
Sorochuco,PE060309,Celendin,PE0603,Cajamarca,9965.490234,11563.1533203125,10544.564453125,12503.20313,11835.947265625,15128.09375
Subtanjalla,PE110112,Ica,PE1101,Ica,28363.32031,27345.294921875,29900.732421875,29928.892578125,32378.365234375,36406.55078
Succha,PE020205,Aija,PE0202,Ancash,666.7022705078125,795.7310791015625,705.3579711914062,683.066650390625,752.9418334960938,931.7584228515625
Sucre,PE060310,Celendin,PE0603,Cajamarca,6305.19873046875,6470.304688,6618.54931640625,6887.074219,7122.11962890625,7572.0712890625
Suitucancha,PE120809,Yauli,PE1208,Junin,755.1871337890625,722.697021484375,771.59716796875,759.746337890625,816.4654541015625,822.2508544921875
Sullana,PE200601,Sullana,PE2006,Piura,174439.4688,167100.9688,182638.4688,189905.7188,200020.0156,229279.6094
Sumbilca,PE150611,Huaral,PE1506,Lima,731.53271484375,681.084716796875,751.9044189453125,738.5933837890625,794.04541015625,800.5380859
Sunampe,PE110210,Chincha,PE1102,Ica,26701.38281,24244.74609,27785.55469,27006.25,30943.48047,33832.17578
Supe,PE150204,Barranca,PE1502,Lima,24892.26172,26028.98438,26005.15234,28585.67578,28267.080078125,35154.76563
Supe Puerto,PE150205,Barranca,PE1502,Lima,10852.966796875,10349.599609375,11437.89844,11576.876953125,12817.759765625,15019.529296875
Surco,PE150732,Huarochiri,PE1507,Lima,1592.7264404296875,1465.7757568359375,1647.02880859375,1594.40966796875,1789.87158203125,1972.080322265625
Surcubamba,PE090717,Tayacaja,PE0907,Huancavelica,4454.90283203125,3902.224365234375,4639.429688,4472.984375,4982.8681640625,5396.080078
Surquillo,PE150141,Lima,PE1501,Lima,91406.54688,87720.64063,94132.17188,93216.10938,98694.23438,100996.1875
Susapaya,PE230406,Tarata,PE2304,Tacna,442.4239501953125,423.76715087890625,452.9328918457031,445.9764099121094,478.2955627441406,477.6795654296875
Suyckutambo,PE080807,Espinar,PE0808,Cusco,2101.73291015625,2125.629638671875,2144.7177734375,2227.23779296875,2270.03564453125,2428.9912109375
Suyo,PE200210,Ayabaca,PE2002,Piura,17014.6875,18419.78125,17555.68359,19366.11328,19080.59375,21942.69922
Tabaconas,PE060907,San Ignacio,PE0609,Cajamarca,20556.50781,21146.74219,21006.77734,22125.1875,22791.904296875,26139.26953
Tabalosos,PE220510,Lamas,PE2205,San Martin,14997.73438,16335.841796875,15508.029296875,16911.84766,17057.029296875,19859.576171875
Tacabamba,PE060417,Chota,PE0604,Cajamarca,28314.25781,32501.833984375,29900.732421875,36114.39063,34315.83594,47674.5
Tacna,PE230101,Tacna,PE2301,Tacna,80240.9375,73101.25,83620.82031,81300.89063,90500.625,96348.71094
Tahuamanu,PE170303,Tahuamanu,PE1703,Madre de Dios,2238.81396484375,2747.81982421875,2299.61376953125,2870.55029296875,2421.185302734375,3149.48193359375
Tahuania,PE250203,Atalaya,PE2502,Ucayali,3471.05712890625,3373.152587890625,3543.796875,3496.41943359375,3732.01318359375,3807.2763671875
Talavera,PE030216,Andahuaylas,PE0302,Apurimac,20932.349609375,20494.533203125,22018.267578125,24007.806640625,24357.57422,36453.75
Tamarindo,PE200506,Paita,PE2005,Piura,4962.1572265625,5413.8583984375,5146.06982421875,5962.51025390625,5658.27392578125,7092.5029296875
Tambillo,PE050113,Huamanga,PE0501,Ayacucho,7440.60791015625,7449.4697265625,7738.349609,8360.734375,8444.90625,12043.9443359375
Tambo,PE050508,La Mar,PE0505,Ayacucho,23825.1875,24105.470703125,24823.58594,27387.88672,27299.279296875,42201.95313
Tambo,PE090616,Huaytara,PE0906,Huancavelica,221.65000915527344,209.76048278808594,225.57130432128906,219.46267700195312,243.8186492919922,241.671875
Tambo de Mora,PE110211,Chincha,PE1102,Ica,2737.77197265625,2646.209228515625,2817.851563,2883.86279296875,3149.09033203125,3914.895751953125
Tambo Grande,PE200114,Piura,PE2001,Piura,150828.0313,175690.9688,158027.0313,196077.125,176669.4844,229226.7344
Tambobamba,PE030501,Cotabambas,PE0305,Apurimac,10056.603515625,9592.083984,10347.63672,10172.8447265625,10974.6416015625,11608.74609
Tambopata,PE170101,Tambopata,PE1701,Madre de Dios,87017.46094,93933.42969,90004.49219,99786.21094,97278.61719,119769.1328
Tamburco,PE030109,Abancay,PE0301,Apurimac,10810.9150390625,10623.9013671875,11181.8935546875,11800.7470703125,12281.5458984375,18194.306640625
Tanta,PE151028,Yauyos,PE1510,Lima,179.59783935546875,174.09271240234375,183.50045776367188,180.68214416503906,191.50506591796875,193.52630615234375
Tantamayo,PE100511,Huamalies,PE1005,Huanuco,4183.3154296875,4395.628906,4286.75,4673.93798828125,4619.4755859375,6285.35693359375
Tantara,PE090412,Castrovirreyna,PE0904,Huancavelica,632.534912109375,597.85986328125,653.4407348632812,633.7095336914062,708.1015625,730.6798095703125
Tantarica,PE060507,Contumaza,PE0605,Cajamarca,2546.785156,2134.97119140625,2637.931396484375,2444.9375,2767.94873046875,2766.010009765625
Tapacocha,PE021709,Recuay,PE0217,Ancash,441.54791259765625,433.1087341308594,451.14263916015625,453.02740478515625,495.1106262207031,517.328857421875
Tapairihua,PE030414,Aymaraes,PE0304,Apurimac,1853.80029296875,1806.3179931640625,1911.9854736328125,1886.1451416015625,2031.822021484375,2027.778076171875
Tapay,PE040516,Caylloma,PE0405,Arequipa,224.2782745361328,225.8959197998047,228.2567138671875,224.75094604492188,237.27944946289062,240.7278594970703
Tapiche,PE160509,Requena,PE1605,Loreto,66.5826187133789,64.54168701171875,68.0294418334961,66.98458862304688,70.99699401855469,71.74634552001953
Tapo,PE120709,Tarma,PE1207,Junin,4866.664063,4111.98486328125,5041.34033203125,4496.78125,5534.029297,5415.90478515625
Tapuc,PE190207,Daniel Alcides Carrion,PE1902,Pasco,8083.6552734375,9039.232422,8983.4677734375,9805.310547,9838.6884765625,11818.32031
Taraco,PE210607,Huancane,PE2106,Puno,14315.2626953125,14215.3076171875,15021.080078125,15989.927734375,16414.318359375,23653.638671875
Tarapoto,PE220901,San Martin,PE2209,San Martin,78790.89063,74175.39063,82154.50781,83243.34375,88167.99219,100304.2188
Tarata,PE230401,Tarata,PE2304,Tacna,2542.442626953125,2492.86474609375,2632.721435546875,2727.237060546875,2833.077880859375,4009.525146484375
Taray,PE080407,Calca,PE0804,Cusco,5866.279297,6014.2666015625,6112.8037109375,6894.12451171875,6612.0625,9490.341797
Tarica,PE020112,Huaraz,PE0201,Ancash,5783.9267578125,5766.2900390625,6049.25,6158.175781,6540.130859,8214.011719
Tarma,PE120701,Tarma,PE1207,Junin,57136.64844,57839.54297,59692.25781,71647.95313,68270.15625,114270.2109
Tarucachi,PE230407,Tarata,PE2304,Tacna,239.17178344726562,220.80052185058594,248.84457397460938,231.8019561767578,269.041259765625,269.04876708984375
Tate,PE110113,Ica,PE1101,Ica,4078.185547,3864.858154296875,4344.933594,4350.47314453125,4694.208984,5244.0908203125
Tauca,PE021511,Pallasca,PE0215,Ancash,2858.67236328125,2636.0185546875,2940.4833984375,2820.40380859375,3104.250244140625,3456.0966796875
Tauria,PE040809,La Union,PE0408,Arequipa,122.65219116210938,118.0433578491211,125.31739807128906,123.3926773071289,134.5206298828125,137.8284912109375
Taurija,PE130812,Pataz,PE1308,La Libertad,2771.0634765625,3107.3427734375,2891.25146484375,3343.941406,3133.209716796875,3892.239013671875
Tauripampa,PE151029,Yauyos,PE1510,Lima,53.441314697265625,50.95396423339844,54.60258483886719,53.763954162597656,56.98443603515625,57.58588409423828
